contract_number,status_date,contract_status,delinquency_bucket,outstanding_balance
CTR000026,2025-09-01,ACTIVE,CURRENT,17571.33
CTR000026,2025-10-01,ACTIVE,CURRENT,16839.19
CTR000026,2025-11-01,ACTIVE,CURRENT,16107.06
CTR000026,2025-12-01,ACTIVE,CURRENT,15374.92
CTR000026,2026-01-01,ACTIVE,CURRENT,14642.78
CTR000026,2026-02-01,ACTIVE,CURRENT,13910.64
CTR000026,2026-03-01,ACTIVE,CURRENT,13178.5
CTR000026,2026-04-01,ACTIVE,CURRENT,12446.36
CTR000026,2026-05-01,ACTIVE,CURRENT,11714.22
CTR000027,2025-05-27,ACTIVE,CURRENT,24213.0
CTR000027,2025-06-01,DELINQUENT,31-60,23809.45
CTR000027,2025-07-01,ACTIVE,CURRENT,23405.9
CTR000027,2025-08-01,ACTIVE,CURRENT,23002.35
CTR000027,2025-09-01,ACTIVE,CURRENT,22598.8
CTR000027,2025-10-01,ACTIVE,CURRENT,22195.25
CTR000027,2025-11-01,ACTIVE,CURRENT,21791.7
CTR000027,2025-12-01,ACTIVE,CURRENT,21388.15
CTR000027,2026-01-01,ACTIVE,CURRENT,20984.6
CTR000027,2026-02-01,ACTIVE,CURRENT,20581.05
CTR000027,2026-03-01,ACTIVE,CURRENT,20177.5
CTR000027,2026-04-01,ACTIVE,CURRENT,19773.95
CTR000027,2026-05-01,ACTIVE,CURRENT,19370.4
CTR000028,2023-04-26,DELINQUENT,31-60,57590.0
CTR000028,2023-05-01,ACTIVE,CURRENT,56390.21
CTR000028,2023-06-01,DELINQUENT,1-30,55190.42
CTR000028,2023-07-01,ACTIVE,CURRENT,53990.63
CTR000028,2023-08-01,ACTIVE,CURRENT,52790.83
CTR000028,2023-09-01,DELINQUENT,31-60,51591.04
CTR000028,2023-10-01,ACTIVE,CURRENT,50391.25
CTR000028,2023-11-01,ACTIVE,CURRENT,49191.46
CTR000028,2023-12-01,ACTIVE,CURRENT,47991.67
CTR000028,2024-01-01,ACTIVE,CURRENT,46791.88
CTR000028,2024-02-01,ACTIVE,CURRENT,45592.08
CTR000028,2024-03-01,ACTIVE,CURRENT,44392.29
CTR000028,2024-04-01,ACTIVE,CURRENT,43192.5
CTR000028,2024-05-01,ACTIVE,CURRENT,41992.71
CTR000028,2024-06-01,ACTIVE,CURRENT,40792.92
CTR000028,2024-07-01,ACTIVE,CURRENT,39593.13
CTR000028,2024-08-01,ACTIVE,CURRENT,38393.33
CTR000028,2024-09-01,ACTIVE,CURRENT,37193.54
CTR000028,2024-10-01,ACTIVE,CURRENT,35993.75
CTR000028,2024-11-01,ACTIVE,CURRENT,34793.96
CTR000028,2024-12-01,ACTIVE,CURRENT,33594.17
CTR000028,2025-01-01,ACTIVE,CURRENT,32394.38
CTR000028,2025-02-01,ACTIVE,CURRENT,31194.58
CTR000028,2025-03-01,DELINQUENT,31-60,29994.79
CTR000029,2024-09-23,ACTIVE,CURRENT,62129.0
CTR000029,2024-10-01,ACTIVE,CURRENT,60403.19
CTR000029,2024-11-01,ACTIVE,CURRENT,58677.39
CTR000029,2024-12-01,ACTIVE,CURRENT,56951.58
CTR000029,2025-01-01,ACTIVE,CURRENT,55225.78
CTR000029,2025-02-01,ACTIVE,CURRENT,53499.97
CTR000029,2025-03-01,ACTIVE,CURRENT,51774.17
CTR000029,2025-04-01,ACTIVE,CURRENT,50048.36
CTR000029,2025-05-01,ACTIVE,CURRENT,48322.56
CTR000029,2025-06-01,ACTIVE,CURRENT,46596.75
CTR000029,2025-07-01,ACTIVE,CURRENT,44870.94
CTR000029,2025-08-01,ACTIVE,CURRENT,43145.14
CTR000029,2025-09-01,ACTIVE,CURRENT,41419.33
CTR000029,2025-10-01,ACTIVE,CURRENT,39693.53
CTR000029,2025-11-01,ACTIVE,CURRENT,37967.72
CTR000029,2025-12-01,DELINQUENT,1-30,36241.92
CTR000029,2026-01-01,ACTIVE,CURRENT,34516.11
CTR000029,2026-02-01,ACTIVE,CURRENT,32790.31
CTR000029,2026-03-01,ACTIVE,CURRENT,31064.5
CTR000029,2026-04-01,ACTIVE,CURRENT,29338.69
CTR000029,2026-05-01,ACTIVE,CURRENT,27612.89
CTR000030,2025-03-19,ACTIVE,CURRENT,22983.0
CTR000030,2025-04-01,ACTIVE,CURRENT,22599.95
CTR000030,2025-05-01,ACTIVE,CURRENT,22216.9
CTR000030,2025-06-01,ACTIVE,CURRENT,21833.85
CTR000030,2025-07-01,DELINQUENT,31-60,21450.8
CTR000030,2025-08-01,ACTIVE,CURRENT,21067.75
CTR000030,2025-09-01,ACTIVE,CURRENT,20684.7
CTR000030,2025-10-01,ACTIVE,CURRENT,20301.65
CTR000030,2025-11-01,ACTIVE,CURRENT,19918.6
CTR000030,2025-12-01,ACTIVE,CURRENT,19535.55
CTR000030,2026-01-01,ACTIVE,CURRENT,19152.5
CTR000030,2026-02-01,ACTIVE,CURRENT,18769.45
CTR000030,2026-03-01,ACTIVE,CURRENT,18386.4
CTR000030,2026-04-01,ACTIVE,CURRENT,18003.35
CTR000030,2026-05-01,ACTIVE,CURRENT,17620.3
CTR000031,2024-02-21,ACTIVE,CURRENT,34007.0
CTR000031,2024-03-01,DELINQUENT,61-90,33534.68
CTR000031,2024-04-01,DELINQUENT,1-30,33062.36
CTR000031,2024-05-01,ACTIVE,CURRENT,32590.04
CTR000031,2024-06-01,ACTIVE,CURRENT,32117.72
CTR000031,2024-07-01,ACTIVE,CURRENT,31645.4
CTR000031,2024-08-01,ACTIVE,CURRENT,31173.08
CTR000031,2024-09-01,ACTIVE,CURRENT,30700.76
CTR000031,2024-10-01,ACTIVE,CURRENT,30228.44
CTR000031,2024-11-01,ACTIVE,CURRENT,29756.12
CTR000031,2024-12-01,ACTIVE,CURRENT,29283.81
CTR000031,2025-01-01,ACTIVE,CURRENT,28811.49
CTR000031,2025-02-01,ACTIVE,CURRENT,28339.17
CTR000031,2025-03-01,ACTIVE,CURRENT,27866.85
CTR000031,2025-04-01,ACTIVE,CURRENT,27394.53
CTR000031,2025-05-01,ACTIVE,CURRENT,26922.21
CTR000031,2025-06-01,ACTIVE,CURRENT,26449.89
CTR000031,2025-07-01,ACTIVE,CURRENT,25977.57
CTR000031,2025-08-01,ACTIVE,CURRENT,25505.25
CTR000031,2025-09-01,ACTIVE,CURRENT,25032.93
CTR000031,2025-10-01,ACTIVE,CURRENT,24560.61
CTR000031,2025-11-01,ACTIVE,CURRENT,24088.29
CTR000031,2025-12-01,ACTIVE,CURRENT,23615.97
CTR000031,2026-01-01,ACTIVE,CURRENT,23143.65
CTR000032,2026-03-07,ACTIVE,CURRENT,53046.0
CTR000032,2026-04-01,ACTIVE,CURRENT,52161.9
CTR000032,2026-05-01,DELINQUENT,1-30,51277.8
CTR000033,2025-03-24,ACTIVE,CURRENT,26435.0
CTR000033,2025-04-01,ACTIVE,CURRENT,25884.27
CTR000033,2025-05-01,DELINQUENT,1-30,25333.54
CTR000033,2025-06-01,ACTIVE,CURRENT,24782.81
CTR000033,2025-07-01,ACTIVE,CURRENT,24232.08
CTR000033,2025-08-01,ACTIVE,CURRENT,23681.35
CTR000033,2025-09-01,ACTIVE,CURRENT,23130.62
CTR000033,2025-10-01,ACTIVE,CURRENT,22579.9
CTR000033,2025-11-01,ACTIVE,CURRENT,22029.17
CTR000033,2025-12-01,ACTIVE,CURRENT,21478.44
CTR000033,2026-01-01,ACTIVE,CURRENT,20927.71
CTR000033,2026-02-01,ACTIVE,CURRENT,20376.98
CTR000033,2026-03-01,ACTIVE,CURRENT,19826.25
CTR000033,2026-04-01,ACTIVE,CURRENT,19275.52
CTR000033,2026-05-01,DELINQUENT,61-90,18724.79
CTR000034,2025-03-04,ACTIVE,CURRENT,42528.0
CTR000034,2025-04-01,ACTIVE,CURRENT,41937.33
CTR000034,2025-05-01,ACTIVE,CURRENT,41346.67
CTR000034,2025-06-01,ACTIVE,CURRENT,40756.0
CTR000034,2025-07-01,ACTIVE,CURRENT,40165.33
CTR000034,2025-08-01,ACTIVE,CURRENT,39574.67
CTR000034,2025-09-01,ACTIVE,CURRENT,38984.0
CTR000034,2025-10-01,ACTIVE,CURRENT,38393.33
CTR000034,2025-11-01,ACTIVE,CURRENT,37802.67
CTR000034,2025-12-01,ACTIVE,CURRENT,37212.0
CTR000034,2026-01-01,ACTIVE,CURRENT,36621.33
CTR000034,2026-02-01,ACTIVE,CURRENT,36030.67
CTR000034,2026-03-01,ACTIVE,CURRENT,35440.0
CTR000034,2026-04-01,ACTIVE,CURRENT,34849.33
CTR000034,2026-05-01,DELINQUENT,61-90,34258.67
CTR000035,2024-02-28,ACTIVE,CURRENT,47184.0
CTR000035,2024-03-01,ACTIVE,CURRENT,46397.6
CTR000035,2024-04-01,ACTIVE,CURRENT,45611.2
CTR000035,2024-05-01,ACTIVE,CURRENT,44824.8
CTR000035,2024-06-01,ACTIVE,CURRENT,44038.4
CTR000035,2024-07-01,ACTIVE,CURRENT,43252.0
CTR000035,2024-08-01,ACTIVE,CURRENT,42465.6
CTR000035,2024-09-01,ACTIVE,CURRENT,41679.2
CTR000035,2024-10-01,ACTIVE,CURRENT,40892.8
CTR000035,2024-11-01,ACTIVE,CURRENT,40106.4
CTR000035,2024-12-01,ACTIVE,CURRENT,39320.0
CTR000035,2025-01-01,ACTIVE,CURRENT,38533.6
CTR000035,2025-02-01,ACTIVE,CURRENT,37747.2
CTR000035,2025-03-01,ACTIVE,CURRENT,36960.8
CTR000035,2025-04-01,ACTIVE,CURRENT,36174.4
CTR000035,2025-05-01,ACTIVE,CURRENT,35388.0
CTR000035,2025-06-01,ACTIVE,CURRENT,34601.6
CTR000035,2025-07-01,ACTIVE,CURRENT,33815.2
CTR000035,2025-08-01,ACTIVE,CURRENT,33028.8
CTR000035,2025-09-01,ACTIVE,CURRENT,32242.4
CTR000035,2025-10-01,ACTIVE,CURRENT,31456.0
CTR000035,2025-11-01,ACTIVE,CURRENT,30669.6
CTR000035,2025-12-01,ACTIVE,CURRENT,29883.2
CTR000035,2026-01-01,ACTIVE,CURRENT,29096.8
CTR000036,2026-03-13,ACTIVE,CURRENT,19716.0
CTR000036,2026-04-01,ACTIVE,CURRENT,19387.4
CTR000036,2026-05-01,ACTIVE,CURRENT,19058.8
CTR000037,2026-04-07,ACTIVE,CURRENT,48931.0
CTR000037,2026-05-01,ACTIVE,CURRENT,47571.81
CTR000038,2023-10-31,ACTIVE,CURRENT,68527.0
CTR000038,2023-11-01,DELINQUENT,1-30,67384.88
CTR000038,2023-12-01,ACTIVE,CURRENT,66242.77
CTR000038,2024-01-01,DELINQUENT,1-30,65100.65
CTR000038,2024-02-01,ACTIVE,CURRENT,63958.53
CTR000038,2024-03-01,ACTIVE,CURRENT,62816.42
CTR000038,2024-04-01,ACTIVE,CURRENT,61674.3
CTR000038,2024-05-01,ACTIVE,CURRENT,60532.18
CTR000038,2024-06-01,ACTIVE,CURRENT,59390.07
CTR000038,2024-07-01,ACTIVE,CURRENT,58247.95
CTR000038,2024-08-01,DELINQUENT,61-90,57105.83
CTR000038,2024-09-01,ACTIVE,CURRENT,55963.72
CTR000038,2024-10-01,ACTIVE,CURRENT,54821.6
CTR000038,2024-11-01,ACTIVE,CURRENT,53679.48
CTR000038,2024-12-01,ACTIVE,CURRENT,52537.37
CTR000038,2025-01-01,DELINQUENT,1-30,51395.25
CTR000038,2025-02-01,ACTIVE,CURRENT,50253.13
CTR000038,2025-03-01,ACTIVE,CURRENT,49111.02
CTR000038,2025-04-01,ACTIVE,CURRENT,47968.9
CTR000038,2025-05-01,DELINQUENT,31-60,46826.78
CTR000038,2025-06-01,ACTIVE,CURRENT,45684.67
CTR000038,2025-07-01,ACTIVE,CURRENT,44542.55
CTR000038,2025-08-01,ACTIVE,CURRENT,43400.43
CTR000038,2025-09-01,DELINQUENT,1-30,42258.32
CTR000039,2023-08-11,ACTIVE,CURRENT,48266.0
CTR000039,2023-09-01,ACTIVE,CURRENT,47461.57
CTR000039,2023-10-01,ACTIVE,CURRENT,46657.13
CTR000039,2023-11-01,ACTIVE,CURRENT,45852.7
CTR000039,2023-12-01,ACTIVE,CURRENT,45048.27
CTR000039,2024-01-01,ACTIVE,CURRENT,44243.83
CTR000039,2024-02-01,DELINQUENT,1-30,43439.4
CTR000039,2024-03-01,ACTIVE,CURRENT,42634.97
CTR000039,2024-04-01,ACTIVE,CURRENT,41830.53
CTR000039,2024-05-01,DELINQUENT,1-30,41026.1
CTR000039,2024-06-01,ACTIVE,CURRENT,40221.67
CTR000039,2024-07-01,ACTIVE,CURRENT,39417.23
CTR000039,2024-08-01,DELINQUENT,61-90,38612.8
CTR000039,2024-09-01,ACTIVE,CURRENT,37808.37
CTR000039,2024-10-01,ACTIVE,CURRENT,37003.93
CTR000039,2024-11-01,ACTIVE,CURRENT,36199.5
CTR000039,2024-12-01,ACTIVE,CURRENT,35395.07
CTR000039,2025-01-01,ACTIVE,CURRENT,34590.63
CTR000039,2025-02-01,ACTIVE,CURRENT,33786.2
CTR000039,2025-03-01,ACTIVE,CURRENT,32981.77
CTR000039,2025-04-01,DELINQUENT,61-90,32177.33
CTR000039,2025-05-01,ACTIVE,CURRENT,31372.9
CTR000039,2025-06-01,ACTIVE,CURRENT,30568.47
CTR000039,2025-07-01,ACTIVE,CURRENT,29764.03
CTR000040,2023-10-01,ACTIVE,CURRENT,42972.0
CTR000040,2023-11-01,ACTIVE,CURRENT,42076.75
CTR000040,2023-12-01,ACTIVE,CURRENT,41181.5
CTR000040,2024-01-01,ACTIVE,CURRENT,40286.25
CTR000040,2024-02-01,ACTIVE,CURRENT,39391.0
CTR000040,2024-03-01,ACTIVE,CURRENT,38495.75
CTR000040,2024-04-01,ACTIVE,CURRENT,37600.5
CTR000040,2024-05-01,ACTIVE,CURRENT,36705.25
CTR000040,2024-06-01,ACTIVE,CURRENT,35810.0
CTR000040,2024-07-01,ACTIVE,CURRENT,34914.75
CTR000040,2024-08-01,ACTIVE,CURRENT,34019.5
CTR000040,2024-09-01,ACTIVE,CURRENT,33124.25
CTR000040,2024-10-01,ACTIVE,CURRENT,32229.0
CTR000040,2024-11-01,ACTIVE,CURRENT,31333.75
CTR000040,2024-12-01,DELINQUENT,31-60,30438.5
CTR000040,2025-01-01,ACTIVE,CURRENT,29543.25
CTR000040,2025-02-01,ACTIVE,CURRENT,28648.0
CTR000040,2025-03-01,ACTIVE,CURRENT,27752.75
CTR000040,2025-04-01,ACTIVE,CURRENT,26857.5
CTR000040,2025-05-01,ACTIVE,CURRENT,25962.25
CTR000040,2025-06-01,ACTIVE,CURRENT,25067.0
CTR000040,2025-07-01,ACTIVE,CURRENT,24171.75
CTR000040,2025-08-01,ACTIVE,CURRENT,23276.5
CTR000040,2025-09-01,ACTIVE,CURRENT,22381.25
CTR000041,2026-01-09,DELINQUENT,61-90,67544.0
CTR000041,2026-02-01,ACTIVE,CURRENT,66136.83
CTR000041,2026-03-01,ACTIVE,CURRENT,64729.67
CTR000041,2026-04-01,ACTIVE,CURRENT,63322.5
CTR000041,2026-05-01,ACTIVE,CURRENT,61915.33
CTR000042,2025-09-21,ACTIVE,CURRENT,58030.0
CTR000042,2025-10-01,ACTIVE,CURRENT,57224.03
CTR000042,2025-11-01,ACTIVE,CURRENT,56418.06
CTR000042,2025-12-01,ACTIVE,CURRENT,55612.08
CTR000042,2026-01-01,ACTIVE,CURRENT,54806.11
CTR000042,2026-02-01,ACTIVE,CURRENT,54000.14
CTR000042,2026-03-01,ACTIVE,CURRENT,53194.17
CTR000042,2026-04-01,ACTIVE,CURRENT,52388.19
CTR000042,2026-05-01,ACTIVE,CURRENT,51582.22
CTR000043,2025-04-29,ACTIVE,CURRENT,55754.0
CTR000043,2025-05-01,ACTIVE,CURRENT,54205.28
CTR000043,2025-06-01,ACTIVE,CURRENT,52656.56
CTR000043,2025-07-01,ACTIVE,CURRENT,51107.83
CTR000043,2025-08-01,ACTIVE,CURRENT,49559.11
CTR000043,2025-09-01,ACTIVE,CURRENT,48010.39
CTR000043,2025-10-01,DELINQUENT,31-60,46461.67
CTR000043,2025-11-01,ACTIVE,CURRENT,44912.94
CTR000043,2025-12-01,ACTIVE,CURRENT,43364.22
CTR000043,2026-01-01,DELINQUENT,61-90,41815.5
CTR000043,2026-02-01,ACTIVE,CURRENT,40266.78
CTR000043,2026-03-01,ACTIVE,CURRENT,38718.06
CTR000043,2026-04-01,ACTIVE,CURRENT,37169.33
CTR000043,2026-05-01,ACTIVE,CURRENT,35620.61
CTR000044,2024-01-21,DELINQUENT,61-90,49897.0
CTR000044,2024-02-01,ACTIVE,CURRENT,49203.99
CTR000044,2024-03-01,ACTIVE,CURRENT,48510.97
CTR000044,2024-04-01,ACTIVE,CURRENT,47817.96
CTR000044,2024-05-01,DELINQUENT,31-60,47124.94
CTR000044,2024-06-01,ACTIVE,CURRENT,46431.93
CTR000044,2024-07-01,ACTIVE,CURRENT,45738.92
CTR000044,2024-08-01,ACTIVE,CURRENT,45045.9
CTR000044,2024-09-01,ACTIVE,CURRENT,44352.89
CTR000044,2024-10-01,ACTIVE,CURRENT,43659.87
CTR000044,2024-11-01,ACTIVE,CURRENT,42966.86
CTR000044,2024-12-01,ACTIVE,CURRENT,42273.85
CTR000044,2025-01-01,ACTIVE,CURRENT,41580.83
CTR000044,2025-02-01,ACTIVE,CURRENT,40887.82
CTR000044,2025-03-01,ACTIVE,CURRENT,40194.81
CTR000044,2025-04-01,ACTIVE,CURRENT,39501.79
CTR000044,2025-05-01,ACTIVE,CURRENT,38808.78
CTR000044,2025-06-01,ACTIVE,CURRENT,38115.76
CTR000044,2025-07-01,ACTIVE,CURRENT,37422.75
CTR000044,2025-08-01,ACTIVE,CURRENT,36729.74
CTR000044,2025-09-01,ACTIVE,CURRENT,36036.72
CTR000044,2025-10-01,ACTIVE,CURRENT,35343.71
CTR000044,2025-11-01,ACTIVE,CURRENT,34650.69
CTR000044,2025-12-01,ACTIVE,CURRENT,33957.68
CTR000045,2023-04-06,ACTIVE,CURRENT,38704.0
CTR000045,2023-05-01,ACTIVE,CURRENT,38166.44
CTR000045,2023-06-01,ACTIVE,CURRENT,37628.89
CTR000045,2023-07-01,ACTIVE,CURRENT,37091.33
CTR000045,2023-08-01,ACTIVE,CURRENT,36553.78
CTR000045,2023-09-01,ACTIVE,CURRENT,36016.22
CTR000045,2023-10-01,ACTIVE,CURRENT,35478.67
CTR000045,2023-11-01,ACTIVE,CURRENT,34941.11
CTR000045,2023-12-01,ACTIVE,CURRENT,34403.56
CTR000045,2024-01-01,ACTIVE,CURRENT,33866.0
CTR000045,2024-02-01,ACTIVE,CURRENT,33328.44
CTR000045,2024-03-01,DELINQUENT,61-90,32790.89
CTR000045,2024-04-01,ACTIVE,CURRENT,32253.33
CTR000045,2024-05-01,ACTIVE,CURRENT,31715.78
CTR000045,2024-06-01,ACTIVE,CURRENT,31178.22
CTR000045,2024-07-01,ACTIVE,CURRENT,30640.67
CTR000045,2024-08-01,ACTIVE,CURRENT,30103.11
CTR000045,2024-09-01,ACTIVE,CURRENT,29565.56
CTR000045,2024-10-01,ACTIVE,CURRENT,29028.0
CTR000045,2024-11-01,ACTIVE,CURRENT,28490.44
CTR000045,2024-12-01,ACTIVE,CURRENT,27952.89
CTR000045,2025-01-01,ACTIVE,CURRENT,27415.33
CTR000045,2025-02-01,ACTIVE,CURRENT,26877.78
CTR000045,2025-03-01,ACTIVE,CURRENT,26340.22
CTR000046,2025-09-30,ACTIVE,CURRENT,51477.0
CTR000046,2025-10-01,ACTIVE,CURRENT,50762.04
CTR000046,2025-11-01,ACTIVE,CURRENT,50047.08
CTR000046,2025-12-01,ACTIVE,CURRENT,49332.12
CTR000046,2026-01-01,ACTIVE,CURRENT,48617.17
CTR000046,2026-02-01,ACTIVE,CURRENT,47902.21
CTR000046,2026-03-01,ACTIVE,CURRENT,47187.25
CTR000046,2026-04-01,ACTIVE,CURRENT,46472.29
CTR000046,2026-05-01,DELINQUENT,1-30,45757.33
CTR000048,2025-01-17,ACTIVE,CURRENT,41747.0
CTR000048,2025-02-01,ACTIVE,CURRENT,40587.36
CTR000048,2025-03-01,ACTIVE,CURRENT,39427.72
CTR000048,2025-04-01,ACTIVE,CURRENT,38268.08
CTR000048,2025-05-01,ACTIVE,CURRENT,37108.44
CTR000048,2025-06-01,ACTIVE,CURRENT,35948.81
CTR000048,2025-07-01,DELINQUENT,61-90,34789.17
CTR000048,2025-08-01,ACTIVE,CURRENT,33629.53
CTR000048,2025-09-01,ACTIVE,CURRENT,32469.89
CTR000048,2025-10-01,ACTIVE,CURRENT,31310.25
CTR000048,2025-11-01,ACTIVE,CURRENT,30150.61
CTR000048,2025-12-01,ACTIVE,CURRENT,28990.97
CTR000048,2026-01-01,ACTIVE,CURRENT,27831.33
CTR000048,2026-02-01,ACTIVE,CURRENT,26671.69
CTR000048,2026-03-01,ACTIVE,CURRENT,25512.06
CTR000048,2026-04-01,ACTIVE,CURRENT,24352.42
CTR000048,2026-05-01,ACTIVE,CURRENT,23192.78
CTR000049,2026-04-22,ACTIVE,CURRENT,29081.0
CTR000049,2026-05-01,ACTIVE,CURRENT,28273.19
CTR000050,2025-05-19,ACTIVE,CURRENT,24725.0
CTR000050,2025-06-01,ACTIVE,CURRENT,24381.6
CTR000050,2025-07-01,ACTIVE,CURRENT,24038.19
CTR000050,2025-08-01,ACTIVE,CURRENT,23694.79
CTR000050,2025-09-01,ACTIVE,CURRENT,23351.39
CTR000050,2025-10-01,ACTIVE,CURRENT,23007.99
CTR000050,2025-11-01,DELINQUENT,61-90,22664.58
CTR000050,2025-12-01,ACTIVE,CURRENT,22321.18
CTR000050,2026-01-01,ACTIVE,CURRENT,21977.78
CTR000050,2026-02-01,ACTIVE,CURRENT,21634.38
CTR000050,2026-03-01,ACTIVE,CURRENT,21290.97
CTR000050,2026-04-01,ACTIVE,CURRENT,20947.57
CTR000050,2026-05-01,DELINQUENT,1-30,20604.17
CTR000051,2025-11-18,ACTIVE,CURRENT,33304.0
CTR000051,2025-12-01,ACTIVE,CURRENT,32610.17
CTR000051,2026-01-01,ACTIVE,CURRENT,31916.33
CTR000051,2026-02-01,ACTIVE,CURRENT,31222.5
CTR000051,2026-03-01,DELINQUENT,31-60,30528.67
CTR000051,2026-04-01,ACTIVE,CURRENT,29834.83
CTR000051,2026-05-01,ACTIVE,CURRENT,29141.0
CTR000052,2024-03-12,ACTIVE,CURRENT,33235.0
CTR000052,2024-04-01,ACTIVE,CURRENT,32542.6
CTR000052,2024-05-01,ACTIVE,CURRENT,31850.21
CTR000052,2024-06-01,ACTIVE,CURRENT,31157.81
CTR000052,2024-07-01,ACTIVE,CURRENT,30465.42
CTR000052,2024-08-01,ACTIVE,CURRENT,29773.02
CTR000052,2024-09-01,ACTIVE,CURRENT,29080.63
CTR000052,2024-10-01,ACTIVE,CURRENT,28388.23
CTR000052,2024-11-01,ACTIVE,CURRENT,27695.83
CTR000052,2024-12-01,ACTIVE,CURRENT,27003.44
CTR000052,2025-01-01,DELINQUENT,61-90,26311.04
CTR000052,2025-02-01,ACTIVE,CURRENT,25618.65
CTR000052,2025-03-01,ACTIVE,CURRENT,24926.25
CTR000052,2025-04-01,ACTIVE,CURRENT,24233.85
CTR000052,2025-05-01,ACTIVE,CURRENT,23541.46
CTR000052,2025-06-01,ACTIVE,CURRENT,22849.06
CTR000052,2025-07-01,DELINQUENT,31-60,22156.67
CTR000052,2025-08-01,ACTIVE,CURRENT,21464.27
CTR000052,2025-09-01,ACTIVE,CURRENT,20771.88
CTR000052,2025-10-01,ACTIVE,CURRENT,20079.48
CTR000052,2025-11-01,ACTIVE,CURRENT,19387.08
CTR000052,2025-12-01,ACTIVE,CURRENT,18694.69
CTR000052,2026-01-01,ACTIVE,CURRENT,18002.29
CTR000052,2026-02-01,ACTIVE,CURRENT,17309.9
CTR000053,2025-07-17,ACTIVE,CURRENT,69462.0
CTR000053,2025-08-01,ACTIVE,CURRENT,67532.5
CTR000053,2025-09-01,ACTIVE,CURRENT,65603.0
CTR000053,2025-10-01,ACTIVE,CURRENT,63673.5
CTR000053,2025-11-01,ACTIVE,CURRENT,61744.0
CTR000053,2025-12-01,ACTIVE,CURRENT,59814.5
CTR000053,2026-01-01,ACTIVE,CURRENT,57885.0
CTR000053,2026-02-01,DELINQUENT,1-30,55955.5
CTR000053,2026-03-01,ACTIVE,CURRENT,54026.0
CTR000053,2026-04-01,ACTIVE,CURRENT,52096.5
CTR000053,2026-05-01,DELINQUENT,61-90,50167.0
CTR000054,2024-11-11,ACTIVE,CURRENT,36976.0
CTR000054,2024-12-01,DELINQUENT,61-90,36205.67
CTR000054,2025-01-01,ACTIVE,CURRENT,35435.33
CTR000054,2025-02-01,ACTIVE,CURRENT,34665.0
CTR000054,2025-03-01,ACTIVE,CURRENT,33894.67
CTR000054,2025-04-01,ACTIVE,CURRENT,33124.33
CTR000054,2025-05-01,ACTIVE,CURRENT,32354.0
CTR000054,2025-06-01,ACTIVE,CURRENT,31583.67
CTR000054,2025-07-01,ACTIVE,CURRENT,30813.33
CTR000054,2025-08-01,ACTIVE,CURRENT,30043.0
CTR000054,2025-09-01,DELINQUENT,61-90,29272.67
CTR000054,2025-10-01,ACTIVE,CURRENT,28502.33
CTR000054,2025-11-01,DELINQUENT,61-90,27732.0
CTR000054,2025-12-01,ACTIVE,CURRENT,26961.67
CTR000054,2026-01-01,ACTIVE,CURRENT,26191.33
CTR000054,2026-02-01,ACTIVE,CURRENT,25421.0
CTR000054,2026-03-01,ACTIVE,CURRENT,24650.67
CTR000054,2026-04-01,ACTIVE,CURRENT,23880.33
CTR000054,2026-05-01,ACTIVE,CURRENT,23110.0
CTR000055,2024-03-30,ACTIVE,CURRENT,32385.0
CTR000055,2024-04-01,ACTIVE,CURRENT,31710.31
CTR000055,2024-05-01,ACTIVE,CURRENT,31035.62
CTR000055,2024-06-01,ACTIVE,CURRENT,30360.94
CTR000055,2024-07-01,DELINQUENT,1-30,29686.25
CTR000055,2024-08-01,ACTIVE,CURRENT,29011.56
CTR000055,2024-09-01,ACTIVE,CURRENT,28336.88
CTR000055,2024-10-01,ACTIVE,CURRENT,27662.19
CTR000055,2024-11-01,ACTIVE,CURRENT,26987.5
CTR000055,2024-12-01,ACTIVE,CURRENT,26312.81
CTR000055,2025-01-01,ACTIVE,CURRENT,25638.12
CTR000055,2025-02-01,ACTIVE,CURRENT,24963.44
CTR000055,2025-03-01,ACTIVE,CURRENT,24288.75
CTR000055,2025-04-01,ACTIVE,CURRENT,23614.06
CTR000055,2025-05-01,ACTIVE,CURRENT,22939.38
CTR000055,2025-06-01,ACTIVE,CURRENT,22264.69
CTR000055,2025-07-01,ACTIVE,CURRENT,21590.0
CTR000055,2025-08-01,ACTIVE,CURRENT,20915.31
CTR000055,2025-09-01,DELINQUENT,1-30,20240.62
CTR000055,2025-10-01,DELINQUENT,61-90,19565.94
CTR000055,2025-11-01,ACTIVE,CURRENT,18891.25
CTR000055,2025-12-01,DELINQUENT,1-30,18216.56
CTR000055,2026-01-01,ACTIVE,CURRENT,17541.88
CTR000055,2026-02-01,ACTIVE,CURRENT,16867.19
CTR000056,2023-04-10,ACTIVE,CURRENT,32240.0
CTR000056,2023-05-01,DELINQUENT,61-90,31344.44
CTR000056,2023-06-01,ACTIVE,CURRENT,30448.89
CTR000056,2023-07-01,ACTIVE,CURRENT,29553.33
CTR000056,2023-08-01,ACTIVE,CURRENT,28657.78
CTR000056,2023-09-01,ACTIVE,CURRENT,27762.22
CTR000056,2023-10-01,ACTIVE,CURRENT,26866.67
CTR000056,2023-11-01,ACTIVE,CURRENT,25971.11
CTR000056,2023-12-01,ACTIVE,CURRENT,25075.56
CTR000056,2024-01-01,DELINQUENT,61-90,24180.0
